date,total_pnl,avg_pnl,trade_count,value,classification
2025-03-23,14047.421585,31.425999071588368,447,30.0,Fear
2025-03-24,107878.961301,105.04280555111977,1027,45.0,Neutral
2025-03-25,32030.90678,40.49419314791403,791,46.0,Neutral
2025-03-26,15802.167427,5.094186791424887,3102,47.0,Neutral
2025-03-27,58825.359221,74.9367633388535,785,40.0,Fear
2025-03-28,21337.179335,29.30931227335165,728,44.0,Fear
2025-03-29,12098.872931,6.38800049155227,1894,26.0,Fear
2025-03-30,15795.11514,27.8083013028169,568,32.0,Fear
2025-03-31,6978.184557,14.097342539393939,495,34.0,Fear
2025-04-01,-2202.6622420000003,-11.472199177083334,192,34.0,Fear
2025-04-02,202212.740938,187.930056633829,1076,44.0,Fear
2025-04-03,-2365.961276,-1.353524757437071,1748,25.0,Fear
2025-04-04,-25515.678949999998,-20.05949602987421,1272,28.0,Fear
2025-04-05,35907.33771,99.74260475,360,30.0,Fear
2025-04-06,47053.449272,44.89832945801527,1048,34.0,Fear
2025-04-07,34527.370305,12.269854408315563,2814,23.0,Extreme Fear
2025-04-08,34899.394798,37.00890222481442,943,24.0,Extreme Fear
2025-04-09,43120.444797,10.86978694151752,3967,18.0,Extreme Fear
2025-04-10,158261.822261,74.40612236060178,2127,39.0,Fear
2025-04-11,126406.479081,115.33437872354014,1096,25.0,Fear
2025-04-12,410419.694533,194.60393292223802,2109,43.0,Fear
2025-04-13,48696.021521,36.86299888039364,1321,45.0,Neutral
2025-04-14,45680.443063,51.32634052022472,890,31.0,Fear
2025-04-15,72357.706282,63.976751796640144,1131,38.0,Fear
2025-04-16,58631.730257,36.46251881654229,1608,29.0,Fear
2025-04-17,5427.919886,5.264713759456837,1031,30.0,Fear
2025-04-18,4880.4047439999995,2.576771248152059,1894,33.0,Fear
2025-04-19,71950.577495,25.82576363783202,2786,32.0,Fear
2025-04-20,25060.341936,12.643966668012109,1982,37.0,Fear
2025-04-21,34369.267906999994,20.005394590803256,1718,39.0,Fear
2025-04-22,58652.763578,19.563963835223483,2998,47.0,Neutral
2025-04-23,-419020.225731,-68.03380836678032,6159,72.0,Greed
2025-04-24,50704.395965,22.717023281810036,2232,63.0,Greed
2025-04-25,20218.859206,12.231614764670297,1653,60.0,Greed
2025-04-26,-4125.753942,-3.6478814694960215,1131,65.0,Greed
2025-04-27,2702.067468,8.018004356083086,337,61.0,Greed
2025-04-28,36906.813759,26.763461754169686,1379,54.0,Neutral
2025-04-29,125749.613427,56.06313572313866,2243,60.0,Greed
2025-04-30,14003.797269,12.582028094339623,1113,56.0,Greed
2025-05-01,54536.829297000004,44.338885607317074,1230,53.0,Neutral
