date,total_pnl,avg_pnl,trade_count,value,classification
2024-02-27,888.511733,14.103360841269842,63,79.0,Extreme Greed
2024-02-28,2503.747235,55.63882744444444,45,82.0,Extreme Greed
2024-02-29,9813.996992,84.60342234482759,116,80.0,Extreme Greed
2024-03-01,8244.241409,60.176944591240876,137,80.0,Extreme Greed
2024-03-02,230.90060000000005,7.448406451612905,31,80.0,Extreme Greed
2024-03-03,8361.086245,105.83653474683545,79,83.0,Extreme Greed
2024-03-04,27799.775742,92.66591914,300,82.0,Extreme Greed
2024-03-05,19791.026041,109.95014467222222,180,90.0,Extreme Greed
2024-03-06,6814.825139,83.10762364634145,82,75.0,Extreme Greed
2024-03-08,4271.886236,63.7594960597015,67,81.0,Extreme Greed
2024-03-09,9949.501624,85.03847541880343,117,84.0,Extreme Greed
2024-03-10,2482.9272,59.117314285714286,42,79.0,Extreme Greed
2024-03-11,3588.179495,85.43284511904761,42,82.0,Extreme Greed
2024-03-12,3039.166,379.89575,8,81.0,Extreme Greed
2024-03-13,0.0,0.0,7,81.0,Extreme Greed
2024-03-14,3465.865832,192.5481017777778,18,88.0,Extreme Greed
2024-03-15,6236.513651,100.58892985483871,62,83.0,Extreme Greed
2024-03-16,228.57984,28.57248,8,81.0,Extreme Greed
2024-03-17,503.293955,21.882345869565217,23,79.0,Extreme Greed
2024-03-18,1456.9577,76.68198421052631,19,77.0,Extreme Greed
2024-03-19,668.797973,27.86658220833333,24,79.0,Extreme Greed
2024-03-20,6423.134599,93.08890723188406,69,74.0,Greed
2024-03-21,2335.5080749999997,83.41100267857142,28,78.0,Extreme Greed
2024-03-24,1297.018477,68.26413036842105,19,74.0,Greed
2024-03-25,1302.916428,186.13091828571427,7,75.0,Extreme Greed
2024-03-26,3215.906593,27.253445703389833,118,81.0,Extreme Greed
2024-03-27,150.41114,3.9581878947368416,38,83.0,Extreme Greed
2024-03-28,227.85100799999998,17.527000615384615,13,80.0,Extreme Greed
2024-03-29,883.097404,58.873160266666666,15,79.0,Extreme Greed
2024-03-30,1100.57514,24.45722533333333,45,75.0,Extreme Greed
2024-03-31,912.786145,70.21431884615384,13,75.0,Extreme Greed
2024-04-01,2507.963406,32.57095332467532,77,79.0,Extreme Greed
2024-04-02,883.760812,21.555141756097562,41,79.0,Extreme Greed
2024-04-03,126.7884,31.6971,4,71.0,Greed
2024-04-04,0.0,0.0,32,70.0,Greed
2024-04-05,10706.484306,107.06484306,100,79.0,Extreme Greed
2024-04-06,236.33513399999998,14.770945874999999,16,75.0,Extreme Greed
2024-04-07,0.0,0.0,23,78.0,Extreme Greed
2024-04-08,1218.4267,40.614223333333335,30,76.0,Extreme Greed
2024-04-09,0.0,0.0,3,80.0,Extreme Greed
2024-04-10,5207.443414,127.01081497560976,41,78.0,Extreme Greed
2024-04-11,389.743164,24.35894775,16,76.0,Extreme Greed
2024-04-12,-592.6458390000001,-4.594153790697676,129,79.0,Extreme Greed
2024-04-13,6621.451755,74.3983343258427,89,72.0,Greed
2024-04-14,-36104.012520000004,-337.4206777570094,107,72.0,Greed
2024-04-15,3774.08872,92.05094439024391,41,74.0,Greed
2024-04-16,2467.702221,52.504302574468085,47,65.0,Greed
2024-04-17,2441.4683999999997,174.39059999999998,14,67.0,Greed
2024-04-19,1946.4454620000001,55.61272748571429,35,66.0,Greed
2024-04-20,0.0,0.0,22,66.0,Greed
2024-04-22,0.0,0.0,9,73.0,Greed
2024-04-23,1119.536196,16.962669636363636,66,71.0,Greed
2024-04-24,279.185907,13.95929535,20,72.0,Greed
2024-04-25,0.0,0.0,74,72.0,Greed
2024-04-26,0.0,0.0,3,70.0,Greed
2024-04-27,4281.488139,158.57363477777778,27,67.0,Greed
2024-04-28,0.0,0.0,58,65.0,Greed
2024-04-29,526.9338359999999,11.709640799999999,45,67.0,Greed
2024-04-30,0.0,0.0,24,67.0,Greed
2024-05-01,0.0,0.0,14,54.0,Neutral
2024-05-03,5306.017045,147.3893623611111,36,48.0,Neutral
2024-05-04,0.0,0.0,9,67.0,Greed
2024-05-05,0.916,0.15266666666666667,6,69.0,Greed
2024-05-06,968.59038,107.62115333333333,9,71.0,Greed
2024-05-07,883.537693,49.08542738888889,18,68.0,Greed
2024-05-08,1.56576,0.12044307692307693,13,64.0,Greed
2024-05-09,1147.595856,40.985566285714285,28,55.0,Greed
2024-05-10,2101.741695,95.53371340909092,22,66.0,Greed
2024-05-11,251.604742,27.956082444444444,9,53.0,Neutral
2024-05-12,0.0,0.0,23,56.0,Greed
2024-05-13,2136.853859,76.31620925,28,57.0,Greed
2024-05-14,1150.5233050000002,50.02275239130436,23,66.0,Greed
2024-05-15,948.970582,26.360293944444447,36,64.0,Greed
2024-05-16,214.5898,7.94777037037037,27,70.0,Greed
2024-05-18,3522.3946610000003,140.89578644000002,25,73.0,Greed
2024-05-19,0.0,0.0,8,72.0,Greed
2024-05-20,-74.818442,-7.4818442,10,70.0,Greed
2024-05-21,7289.397571999999,58.31518057599999,125,76.0,Extreme Greed
2024-05-22,0.0,0.0,6,76.0,Extreme Greed
2024-05-23,413.347329,1.2718379353846154,325,76.0,Extreme Greed
2024-05-24,821.949278,410.974639,2,74.0,Greed
2024-05-25,14.126038999999999,0.8828774374999999,16,76.0,Extreme Greed
2024-05-26,778.6839,48.66774375,16,75.0,Extreme Greed
2024-05-27,1129.35587,4.499425776892431,251,74.0,Greed
2024-05-29,277.791953,1.6938533719512194,164,72.0,Greed
2024-05-30,20.951433,2.9930618571428576,7,73.0,Greed
2024-05-31,25.35812,1.9506246153846154,13,73.0,Greed
2024-06-01,91.510419,3.66041676,25,72.0,Greed
2024-06-02,192.906947,2.074268247311828,93,73.0,Greed
2024-06-03,562.808208,8.040117257142859,70,73.0,Greed
2024-06-04,52.211438,0.9851214716981133,53,73.0,Greed
2024-06-05,56.055506,1.038064925925926,54,75.0,Extreme Greed
2024-06-06,274.173187,1.1716802863247862,234,78.0,Extreme Greed
2024-06-07,8902.467416,20.23288049090909,440,77.0,Extreme Greed
2024-06-08,129.13883900000002,4.453063413793104,29,72.0,Greed
2024-06-09,0.0,0.0,17,75.0,Extreme Greed
2024-06-10,31.266804999999998,0.589939716981132,53,72.0,Greed
2024-06-11,4320.631811,35.12708789430894,123,74.0,Greed
2024-06-12,-21886.531493,-86.16744682283463,254,72.0,Greed
2024-06-13,6632.757115,83.95895082278481,79,70.0,Greed
2024-06-14,10258.592609,330.9223422258064,31,74.0,Greed
2024-06-15,3369.958346,43.20459417948718,78,74.0,Greed
2024-06-16,0.0,0.0,11,71.0,Greed
2024-06-17,10599.502375,278.9342730263158,38,71.0,Greed
2024-06-18,282.57636,11.3030544,25,74.0,Greed
2024-06-19,4887.656944,80.12552367213115,61,64.0,Greed
2024-06-20,57478.456026,1473.8065647692308,39,60.0,Greed
2024-06-21,773.5582039999999,9.66947755,80,63.0,Greed
2024-06-22,756.876565,31.536523541666668,24,53.0,Neutral
2024-06-23,0.0,0.0,5,55.0,Greed
2024-06-24,0.0,0.0,31,51.0,Neutral
2024-06-25,4869.353105,99.3745531632653,49,30.0,Fear
2024-06-26,4197.732182,58.30183586111111,72,46.0,Neutral
2024-06-27,0.0,0.0,30,40.0,Fear
2024-06-29,6150.326145,82.0043486,75,30.0,Fear
2024-06-30,0.0,0.0,14,47.0,Neutral
2024-07-01,5065.839308,79.1537391875,64,53.0,Neutral
2024-07-02,2421.253116,134.514062,18,51.0,Neutral
2024-07-03,1118.387284,62.132626888888886,18,50.0,Neutral
2024-07-04,0.0,0.0,25,44.0,Fear
2024-07-05,0.0,0.0,32,29.0,Fear
2024-07-06,108.87217799999999,4.53634075,24,26.0,Fear
2024-07-07,61.428942,6.1428942,10,29.0,Fear
2024-07-08,0.0,0.0,1,28.0,Fear
2024-07-09,648.984412,43.265627466666665,15,27.0,Fear
2024-07-10,11977.734907,213.88812333928573,56,28.0,Fear
2024-07-11,1876.812082,98.77958326315789,19,29.0,Fear
2024-07-12,1412.314654,74.33235021052631,19,25.0,Fear
2024-07-13,2913.617837,171.38928452941175,17,25.0,Fear
2024-07-14,0.0,0.0,7,33.0,Fear
2024-07-15,-1.0,-0.038461538461538464,26,52.0,Neutral
2024-07-16,0.0,0.0,22,65.0,Greed
2024-07-17,1859.269477,5.297064037037037,351,69.0,Greed
2024-07-18,3803.884311,63.398071849999994,60,61.0,Greed
2024-07-19,2155.891114,93.73439626086956,23,60.0,Greed
2024-07-20,2299.169566,8.643494609022557,266,74.0,Greed
2024-07-21,-2960.716887,-6.608743051339286,448,74.0,Greed
2024-07-22,1517.119876,9.851427766233765,154,70.0,Greed
2024-07-23,89890.302206,242.9467627189189,370,71.0,Greed
2024-07-24,625.561479,6.9506831,90,69.0,Greed
2024-07-25,916.7382600000001,11.753054615384617,78,68.0,Greed
2024-07-26,2766.513113,18.200744164473683,152,68.0,Greed
2024-07-27,6400.623656,112.2916430877193,57,72.0,Greed
2024-07-28,587.29903,36.706189375,16,71.0,Greed
2024-07-29,330.80445399999996,8.482165487179486,39,74.0,Greed
2024-07-30,0.0,0.0,6,67.0,Greed
2024-07-31,765.690884,17.806764744186047,43,61.0,Greed
2024-08-01,167.080017,2.9312283684210527,57,52.0,Neutral
2024-08-02,782.3681909999999,12.418542714285714,63,57.0,Greed
2024-08-03,464.1897,12.545667567567568,37,37.0,Fear
2024-08-04,-122672.000883,-965.9212667952756,127,34.0,Fear
2024-08-05,-13013.665169,-162.6708146125,80,26.0,Fear
2024-08-06,267.318048,2.4982995140186914,107,17.0,Extreme Fear
2024-08-07,188.789255,5.720886515151515,33,29.0,Fear
2024-08-08,-40.712216999999995,-4.5235796666666666,9,20.0,Extreme Fear
2024-08-09,18082.071276,125.56993941666666,144,48.0,Neutral
2024-08-10,0.0,0.0,88,40.0,Fear
2024-08-11,847.7766200000001,35.32402583333334,24,39.0,Fear
2024-08-12,858.6705000000001,17.88896875,48,25.0,Fear
2024-08-13,212.08102,9.220913913043479,23,31.0,Fear
2024-08-14,2168.9015130000003,86.75606052,25,30.0,Fear
2024-08-15,0.0,0.0,12,29.0,Fear
2024-08-16,825.230544,23.578015542857145,35,27.0,Fear
2024-08-17,-288.283113,-9.609437100000001,30,25.0,Fear
2024-08-18,307.201888,20.480125866666665,15,31.0,Fear
2024-08-19,339.69958299999996,42.462447874999995,8,28.0,Fear
2024-08-20,192.602844,16.050237,12,30.0,Fear
2024-08-21,656.200925,4.525523620689655,145,26.0,Fear
2024-08-23,1005.30527,100.53052699999999,10,34.0,Fear
2024-08-24,0.0,0.0,7,56.0,Greed
2024-08-25,0.0,0.0,17,54.0,Neutral
2024-08-26,231.236918,38.539486333333336,6,55.0,Greed
2024-08-27,0.0,0.0,50,48.0,Neutral
2024-08-28,1333.359645,148.15107166666667,9,30.0,Fear
2024-08-29,0.0,0.0,1,29.0,Fear
2024-08-30,256.464,42.744,6,34.0,Fear
2024-08-31,10.882801,0.3200823823529412,34,29.0,Fear
2024-09-01,137.433093,11.452757750000002,12,26.0,Fear
2024-09-02,0.0,0.0,2,26.0,Fear
2024-09-04,1065.785132,31.346621529411763,34,27.0,Fear
2024-09-05,0.0,0.0,1,29.0,Fear
2024-09-06,-1104.856765,-26.306113452380952,42,22.0,Extreme Fear
2024-09-08,0.0,0.0,1,29.0,Fear
2024-09-09,0.0,0.0,2,26.0,Fear
2024-09-10,-219.729659,-73.24321966666666,3,33.0,Fear
2024-09-11,0.0,0.0,1,37.0,Fear
2024-09-14,0.0,0.0,11,50.0,Neutral
2024-09-18,-878.684794,-6.059895131034483,145,45.0,Neutral
2024-09-19,0.0,0.0,19,49.0,Neutral
2024-09-20,9585.03428,599.0646425,16,54.0,Neutral
2024-09-21,36165.56933,1572.416057826087,23,54.0,Neutral
2024-09-22,0.0,0.0,3,52.0,Neutral
2024-09-23,334.760796,167.380398,2,50.0,Neutral
2024-09-24,0.0,0.0,10,54.0,Neutral
2024-09-25,0.0,0.0,9,59.0,Greed
2024-09-26,439.812513,54.976564125,8,50.0,Neutral
2024-09-27,0.0,0.0,56,61.0,Greed
2024-09-28,0.0,0.0,4,64.0,Greed
2024-09-30,2710.626288,25.571946113207545,106,61.0,Greed
2024-10-01,0.0,0.0,4,50.0,Neutral
2024-10-02,0.0,0.0,4,42.0,Fear
2024-10-03,100.375782,11.152864666666666,9,37.0,Fear
2024-10-04,0.0,0.0,1,41.0,Fear
2024-10-05,5767.161892,155.86924032432432,37,49.0,Neutral
2024-10-06,130.487079,5.9312308636363635,22,50.0,Neutral
2024-10-07,0.0,0.0,21,50.0,Neutral
2024-10-08,5396.546638,149.90407327777777,36,49.0,Neutral
2024-10-09,396.06272,28.290194285714286,14,49.0,Neutral
2024-10-10,0.0,0.0,16,39.0,Fear
2024-10-11,8885.327477,341.74336450000004,26,32.0,Fear
2024-10-12,541.55471,54.155471,10,49.0,Neutral
2024-10-13,0.0,0.0,10,50.0,Neutral
2024-10-14,1913.61958,382.72391600000003,5,48.0,Neutral
2024-10-15,1170.2260760000001,167.17515371428573,7,65.0,Greed
2024-10-16,219.480876,19.95280690909091,11,73.0,Greed
2024-10-17,36.11496,4.0127733333333335,9,71.0,Greed
2024-10-18,333.219141,55.536523499999994,6,73.0,Greed
2024-10-19,0.0,0.0,4,72.0,Greed
2024-10-20,389.155797,4.05370621875,96,73.0,Greed
2024-10-21,2464.915564,14.248066843930635,173,72.0,Greed
2024-10-22,0.0,0.0,3,70.0,Greed
2024-10-23,-46.489941,-2.5827745,18,71.0,Greed
2024-10-25,13235.862071,441.19540236666666,30,72.0,Greed
2024-10-26,42471.99413,7078.6656883333335,6,,
2024-10-27,666.6623079999999,166.66557699999998,4,74.0,Greed
2024-10-28,167.28016200000002,12.867704769230771,13,72.0,Greed
2024-10-29,801.170876,15.11643162264151,53,72.0,Greed
2024-10-30,9.150023,0.36600091999999995,25,77.0,Extreme Greed
2024-10-31,1214.043811,25.292579395833332,48,77.0,Extreme Greed
2024-11-01,1040.475736,45.238075478260875,23,75.0,Extreme Greed
2024-11-02,0.0,0.0,2,72.0,Greed
2024-11-03,0.0,0.0,6,74.0,Greed
2024-11-04,2799.410474,77.76140205555555,36,70.0,Greed
2024-11-05,678.4759280000001,67.8475928,10,70.0,Greed
2024-11-06,2817.83723,187.85581533333334,15,70.0,Greed
2024-11-07,4493.353136,39.764187044247784,113,77.0,Extreme Greed
2024-11-08,-64.41354100000007,-1.6516292564102582,39,75.0,Extreme Greed
2024-11-09,102.90894,1.196615581395349,86,75.0,Extreme Greed
2024-11-10,991.114334,5.728984589595376,173,78.0,Extreme Greed
2024-11-11,6749.630996,18.09552545844504,373,76.0,Extreme Greed
2024-11-12,3494.399394,20.435084175438597,171,80.0,Extreme Greed
2024-11-13,7846.402274,163.46671404166668,48,84.0,Extreme Greed
2024-11-14,4563.509225,41.4864475,110,88.0,Extreme Greed
2024-11-15,4140.740438,27.790204281879195,149,80.0,Extreme Greed
2024-11-16,2769.521909,17.640266936305732,157,86.0,Extreme Greed
2024-11-17,882.975285,4.224762129186603,209,90.0,Extreme Greed
2024-11-18,4470.815187,12.921431176300578,346,83.0,Extreme Greed
2024-11-19,2958.268991,9.699242593442623,305,90.0,Extreme Greed
2024-11-20,4210.0928969999995,7.654714358181818,550,83.0,Extreme Greed
2024-11-21,1692.430891,3.1634222261682243,535,82.0,Extreme Greed
2024-11-22,-18105.345617,-26.664721085419732,679,94.0,Extreme Greed
2024-11-23,2901.531638,7.993200104683195,363,93.0,Extreme Greed
2024-11-24,945.550386,5.497385965116279,172,80.0,Extreme Greed
2024-11-25,5523.740734,21.66172836862745,255,82.0,Extreme Greed
2024-11-26,1094.809359,3.6251965529801327,302,79.0,Extreme Greed
2024-11-27,-2654.495633,-12.462420812206572,213,75.0,Extreme Greed
2024-11-28,-127075.39958499999,-382.75722766566264,332,77.0,Extreme Greed
2024-11-29,176844.994152,449.98726247328244,393,78.0,Extreme Greed
2024-11-30,37316.69352,100.04475474530831,373,84.0,Extreme Greed
2024-12-01,40886.364494,98.28453003365385,416,81.0,Extreme Greed
2024-12-02,18489.604313,68.48001597407408,270,80.0,Extreme Greed
2024-12-03,23576.539285,63.03887509358289,374,76.0,Extreme Greed
2024-12-04,292891.815021,918.1561599404388,319,78.0,Extreme Greed
2024-12-05,71574.11848800001,156.96078615789474,456,84.0,Extreme Greed
2024-12-06,-92624.643895,-229.83782604218362,403,72.0,Greed
2024-12-07,85906.279067,282.5864442993421,304,75.0,Extreme Greed
2024-12-08,15965.933436,38.014127228571425,420,79.0,Extreme Greed
2024-12-09,6310.967676,11.708659881261596,539,78.0,Extreme Greed
2024-12-10,39325.770231,24.640206911654136,1596,78.0,Extreme Greed
2024-12-11,319051.554217,261.30348420720725,1221,74.0,Greed
2024-12-12,599151.795008,310.1199767122153,1932,83.0,Extreme Greed
2024-12-13,31935.901745,27.22583268968457,1173,76.0,Extreme Greed
2024-12-14,167801.399244,135.87157833522267,1235,83.0,Extreme Greed
2024-12-15,97525.315279,57.4692488385386,1697,80.0,Extreme Greed
2024-12-16,166774.344133,158.07994704549765,1055,83.0,Extreme Greed
2024-12-17,219591.305172,113.13307839876352,1941,87.0,Extreme Greed
2024-12-18,13682.994673,9.575223703988803,1429,81.0,Extreme Greed
2024-12-19,62744.004486000005,18.79125621024259,3339,75.0,Extreme Greed
2024-12-20,254969.660039,102.47976689670418,2488,74.0,Greed
2024-12-21,150022.163157,89.24578415050566,1681,73.0,Greed
2024-12-22,352197.163973,455.03509557235145,774,73.0,Greed
2024-12-23,-29430.626577,-12.53967898466127,2347,70.0,Greed
2024-12-24,14813.780116,43.827751822485205,338,73.0,Greed
2024-12-25,756.6570469999998,3.637774264423076,208,73.0,Greed
2024-12-26,60228.639722,86.41124780774749,697,79.0,Extreme Greed
2024-12-27,2672.811035,10.280042442307693,260,74.0,Greed
2024-12-28,940.673623,5.842693310559007,161,72.0,Greed
2024-12-29,2884.067927,14.348596651741294,201,73.0,Greed
2024-12-30,9009.738137,29.637296503289473,304,65.0,Greed
2024-12-31,5445.01281,17.794159509803922,306,64.0,Greed
2025-01-01,-9528.065345,-99.25068067708334,96,66.0,Greed
2025-01-02,8716.519087,24.145482235457067,361,70.0,Greed
2025-01-03,6028.486793,11.867099986220472,508,74.0,Greed
2025-01-04,2553.537968,6.882851665768194,371,73.0,Greed
2025-01-05,3187.719363,13.337737920502093,239,72.0,Greed
2025-01-06,6064.185393,10.583220581151831,573,76.0,Extreme Greed
2025-01-07,16098.227531,25.271942748822607,637,78.0,Extreme Greed
2025-01-08,130117.090554,125.23300342059672,1039,70.0,Greed
2025-01-09,46975.928902,89.99220096168582,522,69.0,Greed
2025-01-10,-10116.875552,-12.352717401709402,819,50.0,Neutral
2025-01-11,2269.080536,8.017952424028268,283,69.0,Greed
2025-01-12,5742.241803,9.538607646179402,602,62.0,Greed
2025-01-13,9655.429352,23.66526801960784,408,61.0,Greed
2025-01-14,16069.512355,58.43459038181818,275,63.0,Greed
2025-01-15,14819.5883,55.50407602996255,267,70.0,Greed
2025-01-16,20807.709328,56.08546988679245,371,75.0,Extreme Greed
2025-01-17,7006.415608,29.43872104201681,238,75.0,Extreme Greed
2025-01-18,443.2330819999997,0.6808495883256523,651,77.0,Extreme Greed
2025-01-19,87923.799302,56.10963580216975,1567,77.0,Extreme Greed
2025-01-20,87277.239173,66.37052408593155,1315,76.0,Extreme Greed
2025-01-21,11077.839421,20.901583813207548,530,76.0,Extreme Greed
2025-01-22,20524.408057,24.66875968389423,832,84.0,Extreme Greed
2025-01-23,101256.24216,83.13320374384236,1218,75.0,Extreme Greed
2025-01-24,10602.779738,12.131326931350113,874,75.0,Extreme Greed
2025-01-25,-10348.016255999999,-20.450625011857706,506,75.0,Extreme Greed
2025-01-26,40823.466668,90.51766445232816,451,73.0,Greed
2025-01-27,41331.765392,53.469295461837,773,71.0,Greed
2025-01-28,17979.613973,36.103642516064255,498,72.0,Greed
2025-01-29,23421.01147,25.737375241758244,910,72.0,Greed
2025-01-30,23097.471385,21.64711470009372,1067,70.0,Greed
2025-01-31,35868.296773,35.303441705708664,1016,76.0,Extreme Greed
2025-02-01,32300.205017,50.946695610410096,634,68.0,Greed
2025-02-02,162854.759623,123.46835452843062,1319,60.0,Greed
2025-02-03,348871.326269,146.58459086932774,2380,44.0,Fear
2025-02-04,416876.88812,165.9541752070064,2512,72.0,Greed
2025-02-05,56706.235562,43.721075992289904,1297,54.0,Neutral
2025-02-06,33803.799733,19.84955944392249,1703,49.0,Neutral
2025-02-07,22450.002091,14.730972500656167,1524,44.0,Fear
2025-02-08,586.703253,1.0203534834782608,575,44.0,Fear
2025-02-09,150551.829492,197.05736844502616,764,46.0,Neutral
2025-02-10,63908.49465,71.88807047244094,889,43.0,Fear
2025-02-11,-6093.784817,-7.186067001179245,848,47.0,Neutral
2025-02-12,19848.635032,19.251828353055284,1031,46.0,Neutral
2025-02-13,27829.534238,20.313528640875912,1370,50.0,Neutral
2025-02-14,213860.675308,129.22095184773414,1655,48.0,Neutral
2025-02-15,45042.92701,48.32932082618026,932,50.0,Neutral
2025-02-16,2369.478425,3.4794103157121876,681,54.0,Neutral
2025-02-17,1818.573295,1.9325964877789585,941,51.0,Neutral
2025-02-18,91204.672403,54.418062292959426,1676,47.0,Neutral
2025-02-19,14985.794701,11.010870463629685,1361,44.0,Fear
2025-02-20,46008.794102,22.867193887673956,2012,49.0,Neutral
2025-02-21,119693.49395,63.904695114789114,1873,55.0,Greed
2025-02-22,25278.704178,36.849423,686,49.0,Neutral
2025-02-23,10656.934251,20.494104328846156,520,50.0,Neutral
2025-02-24,38470.176242,6.850102607193732,5616,49.0,Neutral
2025-02-25,204762.177034,32.782929400256165,6246,25.0,Fear
2025-02-26,63229.063129,53.76621014370748,1176,21.0,Extreme Fear
2025-02-27,-36525.167517,-41.039514064044944,890,10.0,Extreme Fear
2025-02-28,225628.108748,221.4211077016683,1019,16.0,Extreme Fear
2025-03-01,10596.108968,60.897177977011495,174,20.0,Extreme Fear
2025-03-02,66914.320708,125.77879832330827,532,26.0,Fear
2025-03-03,616413.032233,415.9332201302294,1482,33.0,Fear
2025-03-04,182075.566585,75.80165136761032,2402,15.0,Extreme Fear
2025-03-05,269328.365917,162.24600356445782,1660,20.0,Extreme Fear
2025-03-06,16101.125561,21.18569152763158,760,25.0,Fear
2025-03-07,150236.061627,58.86993010462382,2552,34.0,Fear
2025-03-08,24700.773359,46.69333338185255,529,28.0,Fear
2025-03-09,19773.457395,13.905384947257385,1422,27.0,Fear
2025-03-10,-10010.027269999999,-3.438690233596702,2911,20.0,Extreme Fear
2025-03-11,-76880.729036,-23.3964482763238,3286,24.0,Extreme Fear
2025-03-12,288105.984215,72.60735489289314,3968,34.0,Fear
2025-03-13,14114.870873,14.672422944906446,962,45.0,Neutral
2025-03-14,68646.160089,31.061610899999998,2210,27.0,Fear
2025-03-15,78694.624572,301.51197154022987,261,46.0,Neutral
2025-03-16,-7910.943544999999,-14.926308575471696,530,30.0,Fear
2025-03-17,26163.906513,28.439028818478263,920,32.0,Fear
2025-03-18,72322.788824,86.71797221103118,834,34.0,Fear
2025-03-19,29374.682341,18.222507655707197,1612,32.0,Fear
2025-03-20,10246.859436,13.290349463035021,771,49.0,Neutral
2025-03-21,6951.270374,9.958840077363897,698,31.0,Fear
2025-03-22,12498.535254,23.361748138317758,535,32.0,Fear
