date,total_pnl,avg_pnl,trade_count,total_volume,avg_size,long_count,short_count,win_rate,sentiment_value,classification,cumulative_pnl,pnl_ma_7
2024-06-05,56.055506,1.038064925925926,54,25350.77,469.4587037037037,0,54,0.2962962962962963,75.0,Extreme Greed,202100.599034,143.11458157142857
2024-06-06,274.173187,1.1716802863247862,234,137557.76,587.8536752136753,2,232,0.42735042735042733,78.0,Extreme Greed,202374.77222100002,179.28911785714286
2024-06-07,8902.467416,20.23288049090909,440,1098588.76,2496.7926363636366,119,307,0.4,77.0,Extreme Greed,211277.23963700002,1447.4475887142855
2024-06-08,129.13883900000002,4.453063413793104,29,97351.88,3356.961379310345,29,0,0.27586206896551724,72.0,Greed,211406.378476,1452.823077285714
2024-06-09,0.0,0.0,17,22410.22,1318.2482352941176,5,0,0.0,75.0,Extreme Greed,211406.378476,1425.2649419999998
2024-06-10,31.266804999999998,0.589939716981132,53,46587.93,879.0175471698113,4,49,0.33962264150943394,72.0,Greed,211437.645281,1349.3304558571429
2024-06-11,4320.631811,35.12708789430894,123,373279.92,3034.7960975609753,54,8,0.13821138211382114,74.0,Greed,215758.277092,1959.1047948571427
2024-06-12,-21886.531493,-86.16744682283463,254,193407.96,761.4486614173228,0,217,0.08267716535433071,72.0,Greed,193871.74559900002,-1175.5504907142856
2024-06-13,6632.757115,83.95895082278481,79,132577.22,1678.1926582278481,4,17,0.24050632911392406,70.0,Greed,200504.502714,-267.181358142857
2024-06-14,10258.592609,330.9223422258064,31,139868.66,4511.892258064517,16,15,0.4838709677419355,74.0,Greed,210763.095323,-73.4491877142856
2024-06-15,3369.958346,43.20459417948718,78,718350.25,9209.61858974359,47,31,0.48717948717948717,74.0,Greed,214133.053669,389.5250275714287
2024-06-16,0.0,0.0,11,25235.079999999998,2294.0981818181817,0,11,0.0,71.0,Greed,214133.053669,389.52502757142867
2024-06-17,10599.502375,278.9342730263158,38,368380.12,9694.213684210526,14,24,0.6578947368421053,71.0,Greed,224732.556044,1899.272966142857
2024-06-18,282.57636,11.3030544,25,263314.79,10532.5916,25,0,0.16,74.0,Greed,225015.132404,1322.4079017142856
2024-06-19,4887.656944,80.12552367213115,61,417071.12,6837.231475409836,34,4,0.5081967213114754,64.0,Greed,229902.789348,5147.291964142857
2024-06-20,57478.456026,1473.8065647692308,39,207990.8,5333.097435897435,0,8,0.20512820512820512,60.0,Greed,287381.245374,12410.963237142856
2024-06-21,773.5582039999999,9.66947755,80,176264.49,2203.306125,17,15,0.0375,63.0,Greed,288154.803578,11055.958322142857
2024-06-22,756.876565,31.536523541666668,24,169594.27000000002,7066.427916666667,12,0,0.3333333333333333,53.0,Neutral,288911.680143,10682.660924857144
2024-06-23,0.0,0.0,5,1792.12,358.424,0,0,0.0,55.0,Greed,288911.680143,10682.660924857144
2024-06-24,0.0,0.0,31,403002.8,13000.090322580645,25,0,0.0,51.0,Neutral,288911.680143,9168.446299857143
2024-06-25,4869.353105,99.3745531632653,49,103099.08,2104.062857142857,0,28,0.22448979591836735,30.0,Fear,293781.03324799996,9823.700120571428
2024-06-26,4197.732182,58.30183586111111,72,365190.66000000003,5072.092500000001,21,10,0.2916666666666667,46.0,Neutral,297978.76542999997,9725.139440285713
2024-06-27,0.0,0.0,30,130486.95,4349.565,0,18,0.0,40.0,Fear,297978.76542999997,1513.9314365714285
2024-06-29,6150.326145,82.0043486,75,280095.11,3734.6014666666665,5,23,0.32,30.0,Fear,304129.09157499997,2282.041142428571
2024-06-30,0.0,0.0,14,30520.69,2180.049285714286,3,0,0.0,47.0,Neutral,304129.09157499997,2173.915918857143
2024-07-01,5065.839308,79.1537391875,64,362670.14999999997,5666.721093749999,22,17,0.40625,53.0,Neutral,309194.93088299996,2897.6072485714285
2024-07-02,2421.253116,134.514062,18,33347.47,1852.6372222222224,0,8,0.7222222222222222,51.0,Neutral,311616.18399899994,3243.5005508571426
2024-07-03,1118.387284,62.132626888888886,18,179600.66,9977.814444444444,7,4,0.2222222222222222,50.0,Neutral,312734.57128299994,2707.648290714286
2024-07-04,0.0,0.0,25,430568.01,17222.720400000002,22,0,0.0,44.0,Fear,312734.57128299994,2107.9722647142858
2024-07-05,0.0,0.0,32,272289.89,8509.0590625,20,0,0.0,29.0,Fear,312734.57128299994,2107.9722647142858
2024-07-06,108.87217799999999,4.53634075,24,2490.17,103.75708333333334,0,0,0.2916666666666667,26.0,Fear,312843.44346099993,1244.9074122857141
2024-07-07,61.428942,6.1428942,10,498.75,49.875,0,0,1.0,29.0,Fear,312904.87240299996,1253.6829754285716
2024-07-08,0.0,0.0,1,497.64,497.64,0,0,0.0,28.0,Fear,312904.87240299996,529.9916457142857
2024-07-09,648.984412,43.265627466666665,15,2736.45,182.42999999999998,0,0,1.0,27.0,Fear,313553.85681499995,276.81040228571425
2024-07-10,11977.734907,213.88812333928573,56,687900.21,12283.93232142857,43,8,0.6785714285714286,28.0,Fear,325531.5917219999,1828.145777
2024-07-11,1876.812082,98.77958326315789,19,169887.02,8941.422105263156,19,0,0.47368421052631576,29.0,Fear,327408.40380399994,2096.2617887142856
2024-07-12,1412.314654,74.33235021052631,19,89582.97,4714.893157894737,10,9,0.47368421052631576,25.0,Fear,328820.71845799993,2298.021025
2024-07-13,2913.617837,171.38928452941175,17,139189.19,8187.599411764706,13,0,1.0,25.0,Fear,331734.3362949999,2698.6989762857143
2024-07-14,0.0,0.0,7,84001.13,12000.16142857143,0,7,0.0,33.0,Fear,331734.3362949999,2689.923413142857
2024-07-15,-1.0,-0.038461538461538464,26,198344.85,7628.6480769230775,0,26,0.0,52.0,Neutral,331733.3362949999,2689.780556
2024-07-16,0.0,0.0,22,144000.57,6545.480454545454,0,22,0.0,65.0,Greed,331733.3362949999,2597.0684971428573
2024-07-17,1859.269477,5.297064037037037,351,626005.53,1783.4915384615385,0,351,0.4131054131054131,69.0,Greed,333592.6057719999,1151.5734357142858
2024-07-18,3803.884311,63.398071849999994,60,649704.85,10828.414166666666,12,48,0.8,61.0,Greed,337396.4900829999,1426.8694684285713
2024-07-19,2155.891114,93.73439626086956,23,150269.42,6533.453043478262,13,10,0.5217391304347826,60.0,Greed,339552.3811969999,1533.0946769999998
2024-07-20,2299.169566,8.643494609022557,266,244362.21,918.65492481203,5,261,0.12406015037593984,74.0,Greed,341851.5507629999,1445.3163525714285
2024-07-21,-2960.716887,-6.608743051339286,448,234307.46,523.0077232142856,3,445,0.046875,74.0,Greed,338890.8338759999,1022.3567972857143
2024-07-22,1517.119876,9.851427766233765,154,304213.8,1975.4142857142856,14,141,0.14285714285714285,70.0,Greed,340407.9537519999,1239.2310652857143
2024-07-23,89890.302206,242.9467627189189,370,358526.54,968.9906486486486,231,139,0.8891891891891892,71.0,Greed,430298.25595799985,14080.702808999999
2024-07-24,625.561479,6.9506831,90,69207.93,768.977,3,27,0.2,69.0,Greed,430923.8174369999,13904.458809285714
2024-07-25,916.7382600000001,11.753054615384617,78,528555.31,6776.350128205129,65,10,0.1282051282051282,68.0,Greed,431840.5556969999,13492.009373428571
2024-07-26,2766.513113,18.200744164473683,152,548587.65,3609.1292763157894,39,111,0.40131578947368424,68.0,Greed,434607.0688099999,13579.241087571429
2024-07-27,6400.623656,112.2916430877193,57,905199.75,15880.697368421053,51,5,0.7368421052631579,72.0,Greed,441007.6924659999,14165.16310042857
2024-07-28,587.29903,36.706189375,16,43254.68,2703.4175,3,13,0.75,71.0,Greed,441594.9914959999,14672.022517142856
2024-07-29,330.80445399999996,8.482165487179486,39,327199.14,8389.72153846154,28,11,0.41025641025641024,74.0,Greed,441925.79594999994,14502.54888542857
2024-07-30,0.0,0.0,6,36006.47,6001.078333333334,6,0,0.0,67.0,Greed,441925.79594999994,1661.0771417142857
2024-07-31,765.690884,17.806764744186047,43,84506.54,1965.2683720930231,3,40,0.32558139534883723,61.0,Greed,442691.4868339999,1681.095628142857
2024-08-01,167.080017,2.9312283684210527,57,227774.53,3996.044385964912,47,4,0.07017543859649122,52.0,Neutral,442858.5668509999,1574.0015934285714
2024-08-02,782.3681909999999,12.418542714285714,63,396320.37,6290.799523809524,58,3,0.2698412698412698,57.0,Greed,443640.9350419999,1290.5523188571426
2024-08-03,464.1897,12.545667567567568,37,290532.86,7852.239459459459,34,1,0.02702702702702703,37.0,Fear,444105.1247419999,442.49032514285716
2024-08-04,-122672.000883,-965.9212667952756,127,1207744.07,9509.795826771655,114,0,0.023622047244094488,34.0,Fear,321433.1238589999,-17165.981091
2024-08-05,-13013.665169,-162.6708146125,80,420495.4,5256.1925,45,3,0.4125,26.0,Fear,308419.45868999994,-19072.333894285715
2024-08-06,267.318048,2.4982995140186914,107,61478.38,574.5642990654205,5,0,0.12149532710280374,17.0,Extreme Fear,308686.7767379999,-19034.14560171429
2024-08-07,188.789255,5.720886515151515,33,2492.77,75.53848484848484,0,0,0.30303030303030304,29.0,Fear,308875.56599299994,-19116.560120142858
2024-08-08,-40.712216999999995,-4.5235796666666666,9,16299.35,1811.038888888889,2,0,0.0,20.0,Extreme Fear,308834.8537759999,-19146.244725
2024-08-09,18082.071276,125.56993941666666,144,503204.86,3494.4781944444444,36,81,0.2986111111111111,48.0,Neutral,326916.9250519999,-16674.85857
2024-08-10,0.0,0.0,88,11339.29,128.8555681818182,0,0,0.0,40.0,Fear,326916.9250519999,-16741.171384285717
2024-08-11,847.7766200000001,35.32402583333334,24,44230.21,1842.9254166666667,4,4,0.16666666666666666,39.0,Fear,327764.70167199994,904.5111161428571
2024-08-12,858.6705000000001,17.88896875,48,54167.32,1128.4858333333334,10,14,0.125,25.0,Fear,328623.37217199994,2886.2733545714286
2024-08-13,212.08102,9.220913913043479,23,20797.87,904.2552173913043,4,8,0.34782608695652173,31.0,Fear,328835.4531919999,2878.382350571428
2024-08-14,2168.9015130000003,86.75606052,25,66710.03,2668.4012,9,0,0.2,30.0,Fear,331004.35470499995,3161.255530285714
2024-08-15,0.0,0.0,12,1522.3700000000001,126.86416666666668,0,0,0.0,29.0,Fear,331004.35470499995,3167.071561285714
2024-08-16,825.230544,23.578015542857145,35,166382.84,4753.795428571429,10,0,0.08571428571428572,27.0,Fear,331829.58524899994,701.8085995714288
2024-08-17,-288.283113,-9.609437100000001,30,30248.96,1008.2986666666667,0,0,0.0,25.0,Fear,331541.30213599995,660.6252977142858
2024-08-18,307.201888,20.480125866666665,15,62804.48,4186.965333333334,12,2,0.8,31.0,Fear,331848.50402399997,583.400336
2024-08-19,339.69958299999996,42.462447874999995,8,100315.03,12539.37875,8,0,0.625,28.0,Fear,332188.20360699994,509.2616335714286
2024-08-20,192.602844,16.050237,12,49914.8,4159.566666666667,4,8,0.08333333333333333,30.0,Fear,332380.8064509999,506.47903700000006
2024-08-21,656.200925,4.525523620689655,145,104990.41,724.0717931034483,2,143,0.3724137931034483,26.0,Fear,333037.00737599994,290.37895299999997
2024-08-23,1005.30527,100.53052699999999,10,63509.56,6350.956,3,7,0.3,34.0,Fear,334042.31264599995,433.9939915714285
2024-08-24,0.0,0.0,7,34999.67,4999.952857142857,0,7,0.0,56.0,Greed,334042.31264599995,316.1039138571428
2024-08-25,0.0,0.0,17,21950.28,1291.1929411764704,0,9,0.0,54.0,Neutral,334042.31264599995,357.2872157142857
2024-08-26,231.236918,38.539486333333336,6,92611.27,15435.211666666668,3,2,0.3333333333333333,55.0,Greed,334273.5495639999,346.4350771428571
2024-08-27,0.0,0.0,50,70250.16,1405.0032,7,0,0.0,48.0,Neutral,334273.5495639999,297.90656528571424
2024-08-28,1333.359645,148.15107166666667,9,71160.06999999999,7906.674444444444,7,2,0.2222222222222222,30.0,Fear,335606.90920899995,460.8718225714286
2024-08-29,0.0,0.0,1,9995.85,9995.85,0,1,0.0,29.0,Fear,335606.90920899995,367.1288332857143
2024-08-30,256.464,42.744,6,37233.24,6205.54,3,1,0.16666666666666666,34.0,Fear,335863.3732089999,260.151509
2024-08-31,10.882801,0.3200823823529412,34,107507.43000000001,3161.983235294118,4,13,0.35294117647058826,29.0,Fear,335874.25600999995,261.70619485714286
2024-09-01,137.433093,11.452757750000002,12,12359.68,1029.9733333333334,4,7,0.4166666666666667,26.0,Fear,336011.689103,281.3394938571429
2024-09-02,0.0,0.0,2,30000.42,15000.21,2,0,0.0,26.0,Fear,336011.689103,248.30564842857143
2024-09-04,1065.785132,31.346621529411763,34,131480.97,3867.0873529411765,4,5,0.14705882352941177,27.0,Fear,337077.474235,400.56066728571426
2024-09-05,0.0,0.0,1,0.84,0.84,0,0,0.0,29.0,Fear,337077.474235,210.080718
2024-09-06,-1104.856765,-26.306113452380952,42,39047.1,929.6928571428571,4,0,0.0,22.0,Extreme Fear,335972.61747,52.244037285714285
2024-09-08,0.0,0.0,1,0.11,0.11,0,0,0.0,29.0,Fear,335972.61747,15.606323
2024-09-09,0.0,0.0,2,4014.4300000000003,2007.2150000000001,0,0,0.0,26.0,Fear,335972.61747,14.051637142857142
2024-09-10,-219.729659,-73.24321966666666,3,2547.28,849.0933333333334,2,0,0.0,33.0,Fear,335752.887811,-36.971613142857144
2024-09-11,0.0,0.0,1,0.54,0.54,0,0,0.0,37.0,Fear,335752.887811,-36.971613142857144
2024-09-14,0.0,0.0,11,1014.8000000000001,92.25454545454546,0,0,0.0,50.0,Neutral,335752.887811,-189.22663200000002
2024-09-18,-878.684794,-6.059895131034483,145,13633.5,94.02413793103449,0,0,0.0,45.0,Neutral,334874.203017,-314.75303114285714
2024-09-19,0.0,0.0,19,1521.8700000000001,80.09842105263158,0,0,0.0,49.0,Neutral,334874.203017,-156.91635042857143
2024-09-20,9585.03428,599.0646425,16,332873.38,20804.58625,12,4,0.5,54.0,Neutral,344459.237297,1212.3742610000002
2024-09-21,36165.56933,1572.416057826087,23,165648.12,7202.092173913044,23,0,1.0,54.0,Neutral,380624.806627,6378.8841652857145
2024-09-22,0.0,0.0,3,19999.739999999998,6666.579999999999,3,0,0.0,52.0,Neutral,380624.806627,6410.274116571428
2024-09-23,334.760796,167.380398,2,40334.29,20167.145,2,0,0.5,50.0,Neutral,380959.567423,6458.097087428571
2024-09-24,0.0,0.0,10,7118.63,711.863,0,1,0.0,54.0,Neutral,380959.567423,6458.097087428571
2024-09-25,0.0,0.0,9,52754.130000000005,5861.570000000001,6,3,0.0,59.0,Greed,380959.567423,6583.623486571429
2024-09-26,439.812513,54.976564125,8,113711.93000000001,14213.991250000001,2,6,0.25,50.0,Neutral,381399.379936,6646.453845571428
2024-09-27,0.0,0.0,56,126097.04,2251.732857142857,0,56,0.0,61.0,Greed,381399.379936,5277.163234142857
